Plant,loc,px_obs,end_points,branch_points,areole_num,skel_length_mm,areole_area_mmsq,vein_dens_mm2
1024,M,12199360,240,525,146,165.5015374,0.136546353,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.134685909,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.133561341,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.133497188,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.130640483,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.129304586,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.128721547,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.128000766,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.125942203,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.121908097,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.119862742,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.119398575,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.119070261,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.117396617,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.11540598,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.114485193,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.113853095,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.112847399,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.111056769,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.110990729,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.110928463,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.10816044,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.107824579,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.105099954,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.104296152,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.103716886,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.102279099,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.100960185,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.099599759,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.099401639,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.098528023,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.097077028,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.095518482,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.095271304,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.093610867,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.092878766,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.092631587,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.092037227,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.09174665,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.091588154,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.091522114,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.0911221,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.09109191,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.090523965,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.09031075,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.0865559,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.086286079,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.084914333,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.08459734,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.083529378,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.081512325,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.08054814,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.078665054,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.076098926,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.075961185,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.075312105,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.072336528,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.072215769,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.070153432,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.069279816,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.06762504,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.066817464,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.06605706,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.065141933,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.06487966,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.064649463,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.062953176,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.059483242,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.058371882,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.056843526,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.05643219,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.056245391,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.054283057,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.053109431,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.052633942,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.052128264,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.052064111,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.051828253,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.051122568,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.049009285,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.048935698,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.04644693,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.046205412,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.045958234,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.045648789,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.044165717,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.044007221,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.042682646,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.042539245,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.040775031,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.038971194,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.036271098,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.035920142,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.029740677,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.027885895,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.024265012,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.022621557,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.016640213,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.016502472,6.342730721
1024,M,12199360,240,525,146,165.5015374,0.00114155,6.342730721
1024,T,11993071,325,614,158,174.6050599,0.55438004,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.512152128,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.50081965,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.335142076,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.32311146,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.319841533,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.309044924,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.293531166,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.288346076,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.282549644,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.280996759,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.262347041,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.259277121,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.25322785,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.239153765,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.237721639,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.224181536,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.216402015,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.209735741,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.204975195,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.200241065,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.187263246,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.184476354,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.176230779,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.175713779,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.17412127,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.169930555,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.168949389,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.168602206,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.16334919,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.160217003,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.158311275,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.157318787,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.156933868,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.156643292,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.153512992,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.152037468,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.151837461,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.15069025,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.148152425,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.147831658,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.143471126,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.143014506,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.138553971,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.137978479,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.137640731,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.134914219,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.129383834,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.129310247,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.12917628,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.127268665,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.126236553,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.126168626,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.124855372,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.124408186,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.122662841,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.122030743,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.121781678,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.117626814,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.114775769,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.11416254,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.111305835,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.109990694,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.109413315,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.109041603,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.108535925,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.106543402,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.104205583,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.102767796,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.101462089,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.101145097,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.100146948,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.097969513,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.097724221,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.096369456,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.094573166,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.093935407,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.091310786,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.090418301,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.090154141,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.090095648,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.090022061,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.08825596,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.087663487,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.086427594,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.086020032,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.085582281,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.084935088,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.084153928,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.08374448,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.082365186,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.081968945,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.081542515,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.080567009,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.079772641,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.079691506,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.078719773,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.077095187,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.074234708,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.073029005,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.072983721,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.072712013,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.071210073,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.070374194,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.069928895,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.069498691,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.067657117,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.065923093,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.06554006,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.06517967,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.064790977,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.062875815,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.061839929,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.061411612,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.060009676,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.059392673,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.058436035,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.058200177,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.057113346,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.05665484,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.054096258,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.053039617,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.050765952,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.050026303,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.049911204,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.048665877,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.047901699,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.047331867,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.047309225,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.045712942,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.044882724,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.04487329,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.04406194,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.043961937,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.043710984,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.040093875,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.039446682,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.037852286,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.037665487,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.035150303,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.035054074,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.031031289,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.030068991,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.02993125,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.026678305,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.020687526,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.020672431,6.982117413
1024,T,11993071,325,614,158,174.6050599,0.020144111,6.982117413
