Plant,loc,px_obs,end_points,branch_points,areole_num,skel_length_mm,areole_area_mmsq,vein_dens_mm2
1032,T,10862346,152,378,120,136.266984,0.134250045,5.854881091
1032,T,10862346,152,378,120,136.266984,0.133408505,5.854881091
1032,T,10862346,152,378,120,136.266984,0.1322462,5.854881091
1032,T,10862346,152,378,120,136.266984,0.128415875,5.854881091
1032,T,10862346,152,378,120,136.266984,0.126361086,5.854881091
1032,T,10862346,152,378,120,136.266984,0.126051641,5.854881091
1032,T,10862346,152,378,120,136.266984,0.1247365,5.854881091
1032,T,10862346,152,378,120,136.266984,0.123810052,5.854881091
1032,T,10862346,152,378,120,136.266984,0.121294868,5.854881091
1032,T,10862346,152,378,120,136.266984,0.120840135,5.854881091
1032,T,10862346,152,378,120,136.266984,0.120451442,5.854881091
1032,T,10862346,152,378,120,136.266984,0.120304267,5.854881091
1032,T,10862346,152,378,120,136.266984,0.117926824,5.854881091
1032,T,10862346,152,378,120,136.266984,0.116687158,5.854881091
1032,T,10862346,152,378,120,136.266984,0.113113446,5.854881091
1032,T,10862346,152,378,120,136.266984,0.113105898,5.854881091
1032,T,10862346,152,378,120,136.266984,0.102307402,5.854881091
1032,T,10862346,152,378,120,136.266984,0.100369598,5.854881091
1032,T,10862346,152,378,120,136.266984,0.100275255,5.854881091
1032,T,10862346,152,378,120,136.266984,0.100162043,5.854881091
1032,T,10862346,152,378,120,136.266984,0.09961108,5.854881091
1032,T,10862346,152,378,120,136.266984,0.098352545,5.854881091
1032,T,10862346,152,378,120,136.266984,0.096792112,5.854881091
1032,T,10862346,152,378,120,136.266984,0.095641128,5.854881091
1032,T,10862346,152,378,120,136.266984,0.095510935,5.854881091
1032,T,10862346,152,378,120,136.266984,0.093559922,5.854881091
1032,T,10862346,152,378,120,136.266984,0.093541054,5.854881091
1032,T,10862346,152,378,120,136.266984,0.091601362,5.854881091
1032,T,10862346,152,378,120,136.266984,0.091439092,5.854881091
1032,T,10862346,152,378,120,136.266984,0.091274935,5.854881091
1032,T,10862346,152,378,120,136.266984,0.088767299,5.854881091
1032,T,10862346,152,378,120,136.266984,0.086612506,5.854881091
1032,T,10862346,152,378,120,136.266984,0.08485584,5.854881091
1032,T,10862346,152,378,120,136.266984,0.08407468,5.854881091
1032,T,10862346,152,378,120,136.266984,0.083569002,5.854881091
1032,T,10862346,152,378,120,136.266984,0.082229332,5.854881091
1032,T,10862346,152,378,120,136.266984,0.078714113,5.854881091
1032,T,10862346,152,378,120,136.266984,0.077119716,5.854881091
1032,T,10862346,152,378,120,136.266984,0.075470601,5.854881091
1032,T,10862346,152,378,120,136.266984,0.073617705,5.854881091
1032,T,10862346,152,378,120,136.266984,0.070462877,5.854881091
1032,T,10862346,152,378,120,136.266984,0.069702472,5.854881091
1032,T,10862346,152,378,120,136.266984,0.066983508,5.854881091
1032,T,10862346,152,378,120,136.266984,0.066691045,5.854881091
1032,T,10862346,152,378,120,136.266984,0.065477794,5.854881091
1032,T,10862346,152,378,120,136.266984,0.063351304,5.854881091
1032,T,10862346,152,378,120,136.266984,0.060839894,5.854881091
1032,T,10862346,152,378,120,136.266984,0.058575662,5.854881091
1032,T,10862346,152,378,120,136.266984,0.057779408,5.854881091
1032,T,10862346,152,378,120,136.266984,0.057462415,5.854881091
1032,T,10862346,152,378,120,136.266984,0.05655861,5.854881091
1032,T,10862346,152,378,120,136.266984,0.05444344,5.854881091
1032,T,10862346,152,378,120,136.266984,0.05271319,5.854881091
1032,T,10862346,152,378,120,136.266984,0.049094194,5.854881091
1032,T,10862346,152,378,120,136.266984,0.047329981,5.854881091
1032,T,10862346,152,378,120,136.266984,0.045111034,5.854881091
1032,T,10862346,152,378,120,136.266984,0.039024026,5.854881091
1032,T,10862346,152,378,120,136.266984,0.0373334,5.854881091
1032,T,10862346,152,378,120,136.266984,0.035595602,5.854881091
1032,T,10862346,152,378,120,136.266984,0.025038624,5.854881091
1032,T,10862346,152,378,120,136.266984,0.019621451,5.854881091
1032,T,10862346,152,378,120,136.266984,0.018361029,5.854881091
1032,T,10862346,152,378,120,136.266984,0.016766632,5.854881091
1032,T,10862346,152,378,120,136.266984,0.013611804,5.854881091
1032,T,10862346,152,378,120,136.266984,0.012987253,5.854881091
1032,T,10862346,152,378,120,136.266984,0.012768377,5.854881091
1032,T,10862346,152,378,120,136.266984,0.000122646,5.854881091
1059,B,12057578,290,628,178,181.1511502,NA,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.791282783,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.585166038,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.536794511,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.514254089,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.461910723,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.460829552,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.436472085,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.352363441,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.346970797,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.30799583,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.307620345,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.307144856,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.28051561,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.275992808,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.23169501,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.211954688,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.205314829,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.199808974,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.194748417,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.189719937,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.177070431,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.172975947,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.169726775,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.161984991,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.155692315,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.15186199,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.146580671,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.140280447,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.140269126,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.138748317,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.138387927,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.136559561,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.130523497,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.128895138,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.128844193,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.128747963,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.126887519,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.125587473,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.124493095,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.123466643,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.121423175,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.121292981,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.118004185,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.117489073,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.114213485,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.113368172,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.113066274,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.109192552,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.108839709,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.108107608,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.107175499,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.106045271,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.10388859,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.102743267,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.100831878,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.100662061,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.100573379,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.100545076,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.099726179,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.099624288,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.098929924,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.097582706,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.096839284,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.095609051,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.09549584,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.095178848,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.092444788,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.091882504,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.091080589,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.087288002,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.086625714,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.086155886,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.085457748,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.085393595,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.083050115,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.082580287,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.08179158,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.081701011,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.07946697,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.079165072,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.076912162,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.074993226,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.074902657,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.07434792,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.074129044,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.074057344,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.072796922,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.07235917,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.072340302,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.071942174,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.071300642,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.071208186,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.070668544,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.068866594,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.068759043,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.068496769,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.068449598,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.068298649,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.0681477,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.066734442,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.066541983,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.065353261,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.064111708,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.064090952,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.062717319,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.062502217,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.062077674,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.061477652,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.059511545,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.058828502,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.058771896,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.05803036,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.057449207,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.056790694,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.056220862,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.055898209,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.055532158,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.055017046,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.053675489,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.053335854,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.052830176,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.052741493,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.052252797,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.051894293,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.050567831,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.048643235,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.047829998,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.047818677,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.046954496,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.046245036,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.045714829,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.04487329,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.043577017,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.043316631,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.043233609,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.04252415,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.042222252,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.040273127,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.040239163,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.039799525,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.039501401,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.037905118,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.037050371,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.034995581,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.034640851,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.032087931,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.029131222,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.028246285,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.025327313,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.025046171,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.024491435,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.024398979,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.023881979,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.023700841,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.022780053,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.022623444,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.021947948,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.021797,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.019842213,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.019228984,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.017877993,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.013330661,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.010036205,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.007328562,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.006328526,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.006253052,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.005309622,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.004237886,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000500018,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000226423,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000181139,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000177365,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.00016227,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000158496,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000120759,7.8238477
1059,B,12057578,290,628,178,181.1511502,0.000115098,7.8238477
1059,B,12057578,290,628,178,181.1511502,9.62E-05,7.8238477
1059,M,12199360,256,564,165,169.0518055,0.550089322,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.529815018,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.44728945,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.319498125,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.312452592,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.299676667,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.294008541,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.293559469,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.28508181,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.27232664,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.268430276,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.263784828,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.243104849,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.236865005,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.226104246,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.223594723,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.219307779,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.218664359,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.208762121,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.203639298,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.201812818,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.199508963,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.195380515,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.189446342,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.187680242,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.185551864,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.182519681,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.177483654,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.175330747,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.172083462,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.170873985,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.168238043,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.166543643,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.165647385,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.165068119,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.164111481,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.164026572,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.156873489,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.155658351,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.146933513,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.14555988,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.144399461,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.14285035,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.14076537,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.140657819,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.139123802,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.137197319,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.135218004,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.131353716,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.130242355,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.129810265,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.127029034,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.126545998,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.126470523,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.126347878,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.12519312,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.124261011,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.123670424,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.121962816,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.119836326,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.118824969,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.118362689,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.116798482,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.116243746,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.116049399,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.112554936,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.112156808,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.111932272,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.111402064,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.111371875,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.109352935,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.108624607,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.104886739,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.10349235,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.101379067,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.100628097,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.098135556,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.097516666,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.096569463,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.09549584,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.094565618,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.09441467,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.093978805,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.092273084,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.091242859,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.089308828,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.0879918,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.08704837,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.083931279,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.082280277,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.082261408,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.080597198,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.080087746,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.079674524,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.078519766,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.077855592,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.077763136,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.076804611,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.076263082,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.073604497,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.07317618,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.072445966,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.071419514,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.071127051,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.070642128,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.070066636,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.069617564,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.069398688,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.069155283,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.068572243,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.068149587,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.066806143,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.065683462,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.061662564,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.060719135,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.060653095,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.057534116,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.055186863,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.055034027,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.054928363,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.052786778,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.051237666,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.051148984,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.050888597,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.050792368,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.048843242,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.04690355,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.046235602,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.045986537,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.043944955,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.043609094,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.043222288,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.041435432,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.039091953,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.03899761,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.038280603,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.037129619,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.036278645,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.035384274,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.035097471,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.034042717,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.033561568,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.033420053,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.03237662,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.032110573,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.031027516,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.030701089,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.030046349,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.028893478,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.027350027,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.023687633,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.021013953,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.013470289,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.011719284,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.011458897,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.005636049,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.00049247,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000375485,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000371711,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000311332,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000220763,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000179252,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000150949,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000147175,7.168154582
1059,M,12199360,256,564,165,169.0518055,0.000118872,7.168154582
1059,T,12159936,234,438,108,146.1020406,0.494813777,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.494519427,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.466888258,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.433056869,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.419833759,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.400814216,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.397389567,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.372005647,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.354703147,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.346880228,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.337893117,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.318730173,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.305720277,4.707094658
1059,T,12159936,234,438,108,146.1020406,0.297714333,4.707094658
